department,course_id,course_name,credit_hours,course_description
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD486,National Security Decision Making,1,"Permission of the instructor. Explores national security policy formation through analyzing the United States national security apparatus, the elements of national power, and historical examples of their application. Also examines the merits of various approaches to national security decision making. A course for senior majors in PWAD."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD488,Nuclear Security in the 21st Century,3,Examines the history of and contemporary problems associated with nuclear security and counter-proliferation.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD489,Empire and Diplomacy,3,"Examines the history of the British Empire and the role of peace, war, defense, diplomacy, and letters in shaping Britain's presence on the world stage. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD490,"Special Topics in Peace, War, and Defense",3,"Subject matter will vary with instructor, but will focus on some particular topic or historical approach. Course description available from departmental office."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD517,"Gender, Military, and War",3,"This course introduces students to new research on the history of gender, the military, and war in a comparative perspective. It explores the interrelations between changing military systems, types of warfare, the gender order, as well as political, social, and cultural currents in modern history."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD565,"Civil War and Reconstruction, 1848-1900",3,"Focus is on causes, nature, and consequences of the Civil War."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD570,The Vietnam War,3,"A wide-ranging exploration of America's longest war, from 19th-century origins to 1990s legacies, from village battlegrounds to the Cold War context, from national leadership to popular participation and impact."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD574,War and Culture,3,"Examines American cultural myths about war generally and specifically about the causes of war, enemies, weapons, and warriors, and the way these myths constrain foreign and defense policy, military strategy, and procurement."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD575,Presidential Rhetoric,3,"The power of the presidency depends in part upon the president's ability to rally public opinion, which depends upon the president's ability to use the ""bully pulpit."" This course examines the hurdles presidents face and the steps presidents take to shape opinion."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD577,United States Foreign Relations in the 20th Century,3,"How the United States came to occupy a leading role in world affairs as a diplomatic, military, economic, and cultural power and what that role has meant to Americans and to other peoples, especially during the Cold War."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD578,Transatlantic Relations and Contemporary Geo-Politics from the Cold War to the Present,3,"This course considers transatlantic relations in its security, political, and economic dimensions. The course also analyzes U.S. attempts to construct a more united European continent. It is the main aim of this course to give students a structured overview of transatlantic relations and geo-political developments from 1945 to the present."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD635,Military Leadership and Public Service,3,"Leadership as taught and demonstrated in the military and how it translates to leadership in public service, including the interrelationship of the military and other public service and the transition of veterans to civilian leadership roles."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD652,International Law,3,"Permission of curriculum chair and instructor required. Practical problems of international law, including its nature; treaty making, interpretation, enforcement, and termination; recognition; territory; nationality; jurisdiction and immunities; state responsibility and international claims; and the law of war and neutrality."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD659,War in 20th-Century Literature,3,"A study of literary works written in English concerning World War I, or the Spanish Civil War and World War II, or the Vietnam War. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD660,War in Shakespeare's Plays,3,"The focus is on Shakespeare's various treatments of war in his plays: all his Roman histories, most of his English histories, all his tragedies, even some of his comedies."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD670,Peace Making in the Israeli-Palestinian Conflict,3,Research-intensive seminar focusing on the barriers preventing peace making from occurring. The course will make a distinction between making peace among individuals and achieving a political solution between governments and organizations.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD673,Post-Conflict Security Challenges,3,"A research seminar exploring the post-conflict challenges associated with force demobilization, state building, and military and security sector reforms. This course considers theories of post-conflict security and investigates the assorted challenges faced by post-conflict states. Students will conduct a significant independent research project."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD674,Research Seminar on the History of Covert Action,3,"Examines historical dimensions of the phenomenon known as covert action, in which states are motivated to conceal their responsibility for foreign intervention. This behavior has important and far-reaching implications for international security, diplomacy, and law that are explored through class discussions and in-depth original research projects."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD675,"War, Crimes against Humanity, and Justice",3,"This course examines the devastation of war and conflict throughout the 19th and 20th centuries; war crimes, genocide, and other atrocities; the creation of the term ""Crimes against Humanity"" in international law; and the various attempts to use legal trials to bring about peace and justice in a chaotic world. We will explore the challenges of international institutions and international laws in maintaining peace in a world of nation-states and national sovereignty."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD676,Law and National Security from the U.S. Civil War to the Global War on Terror,3,"This seminar examines themes of good governance and the rule of law in United States history from 1860 to the present. It is targeted at students seeking to acquire graduate level knowledge of national and international security legal and policy issues, and to apply that knowledge to an independent research effort."
